series_id,series_name_raw,event_month,placement_rows,example_wsdc_id
wsdc-42,Floorplay New Years Swing Vacation,2017-01,80,1391
wsdc-62,Monterey SwingFest,2017-01,110,147
wsdc-75,Worlds UCWDC,2017-01,50,432
wsdc-12,Capital Swing Dance Convention,2017-02,135,231
wsdc-169,Dance Camp Chicago,2017-02,67,1277
wsdc-185,Sweetheart Swing Classic,2017-02,95,50
wsdc-197,5280 Swing Dance Championships,2017-02,81,147
wsdc-215,Swing & Snow,2017-02,99,6271
wsdc-244,Rose City Swing,2017-02,97,6199
wsdc-258,Swingtzerland,2017-02,75,7532
wsdc-273,Charlotte Westie Fest,2017-02,125,2515
wsdc-274,Australasian WCS & Zouk Champs,2017-02,50,8061
wsdc-143,High Desert Dance Classic,2017-03,75,144
wsdc-153,Novice Invitational,2017-03,79,2371
wsdc-186,West In Lyon,2017-03,115,6948
wsdc-246,Swing Escape,2017-03,49,5456
wsdc-247,Austrian WCS Spectacle,2017-03,40,8228
wsdc-259,Swing Over Orlando,2017-03,75,3070
wsdc-275,Dutch Open West Coast Swing,2017-03,59,6563
wsdc-9,Boston Tea Party,2017-03,125,902
wsdc-92,Mid-Atlantic Dance Jam,2017-03,185,147
wsdc-132,Tulsa Spring Swing,2017-04,77,50
wsdc-134,Swing Dance America,2017-04,101,1754
wsdc-170,Russian Open WCS Championships,2017-04,55,8173
wsdc-18,Seattle's Easter Swing,2017-04,141,242
wsdc-187,City of Angels,2017-04,126,61
wsdc-198,UK & European WCS Championships,2017-04,92,3390
wsdc-203,Detonation Dance ,2017-04,53,6825
wsdc-217,San Diego Dance Festival,2017-04,65,147
wsdc-218,Asia West Coast Swing Open,2017-04,64,2029
wsdc-253,Nordic WCS Championships,2017-04,98,6274
wsdc-276,Anchor Festival,2017-04,69,6866
wsdc-105,Canadian Swing Championships,2017-05,43,6016
wsdc-121,The Texas Classic,2017-05,49,5019
wsdc-144,Swingin' Into Spring,2017-05,74,2343
wsdc-174,Swingsation,2017-05,60,7180
wsdc-175,French Open West Coast Swing,2017-05,103,6863
wsdc-20,FreZno Dance Classic,2017-05,90,118
wsdc-205,SOswing,2017-05,90,440
wsdc-206,Hungarian Open,2017-05,75,7025
wsdc-219,KIWI Fest,2017-05,79,6863
wsdc-22,USA Grand Nationals,2017-05,116,1893
wsdc-221,Show-Me Showdown,2017-05,30,320
wsdc-277,Scotland Swing Classic,2017-05,50,6541
wsdc-61,SwingDiego,2017-05,117,147
wsdc-109,Colorado Country Classic,2017-06,53,1194
wsdc-117,Orange Blossom Dance Festival,2017-06,45,2626
wsdc-162,Swingapalooza,2017-06,111,50
wsdc-188,NSW West Coast Swing Dance Championships,2017-06,42,7121
wsdc-207,Dance N Play,2017-06,57,4686
wsdc-220,D-Townswing,2017-06,110,2986
wsdc-222,Baltic Swing,2017-06,94,6946
wsdc-25,J&J O'Rama,2017-06,135,147
wsdc-254,Finnfest,2017-06,49,9390
wsdc-268,Korea Westival,2017-06,45,5710
wsdc-279,Swing Open Kazan,2017-06,35,8173
wsdc-76,Michigan Dance Classic,2017-06,92,147
wsdc-1,4TH of July Convention,2017-07,121,61
wsdc-147,Toronto Open Swing & Hustle Championships,2017-07,90,2308
wsdc-148,New Orleans Dance Mardi Gras,2017-07,56,5110
wsdc-149,Florida Dance Magic,2017-07,63,902
wsdc-156,Big Apple Dance Festival,2017-07,35,3253
wsdc-164,Sea Sun and Swing,2017-07,85,6863
wsdc-179,New Zealand Open Swing Dance Championships,2017-07,40,6832
wsdc-225,Wild Wild Westie,2017-07,125,237
wsdc-226,Ft. Lauderdale Swing & Shag Beach Bash,2017-07,40,1153
wsdc-255,Indy Dance Explosion,2017-07,52,3495
wsdc-256,Rock The Barn,2017-07,73,7962
wsdc-261,Neverland Swing,2017-07,57,8944
wsdc-262,Swing It Like It's Hot,2017-07,70,1420
wsdc-278,Americano Dance Camp,2017-07,38,8188
wsdc-280,Saint Petersburg WCS Nights,2017-07,67,7533
wsdc-281,Sacramento All Swing,2017-07,79,61
wsdc-44,Portland Dance Festival,2017-07,60,548
wsdc-51,Palm Springs Summer Dance Classic,2017-07,97,147
wsdc-66,Swingtime in the Rockies,2017-07,78,77
wsdc-77,Arizona Dance Classic,2017-07,40,421
wsdc-96,Liberty Swing Dance Championships,2017-07,126,1389
wsdc-119,Chicagoland Dance Festival,2017-08,69,320
wsdc-120,Lone Star Invitational,2017-08,60,2587
wsdc-137,Tampa Bay Classic,2017-08,96,237
wsdc-157,New England Dance Festival,2017-08,49,1389
wsdc-224,Midwest Westie Fest,2017-08,83,50
wsdc-227,Swingtacular,2017-08,116,231
wsdc-263,Riga Summer Swing,2017-08,85,5008
wsdc-264,Swedish Swing Summer Camp,2017-08,73,5008
wsdc-282,German Open,2017-08,60,7461
wsdc-283,Kazan EL Fest,2017-08,40,8181
wsdc-53,Summer Hummer,2017-08,115,619
wsdc-59,Swing Fling,2017-08,135,50
wsdc-10,Bridgetown Swing Boogie,2017-09,110,440
wsdc-131,Meet Me In St Louis,2017-09,99,216
wsdc-135,Desert City Swing,2017-09,119,147
wsdc-15,Dallas D.A.N.C.E.,2017-09,48,216
wsdc-177,River City Swing,2017-09,94,3070
wsdc-231,Swing Trilogy,2017-09,119,3394
wsdc-232,Norway Westie Fest,2017-09,58,3393
wsdc-233,Bavarian Open,2017-09,80,7461
wsdc-234,Philly Swing Classic,2017-09,80,496
wsdc-265,Upstate Dance Challenge,2017-09,85,1172
wsdc-284,Citadel Swing,2017-09,70,7821
wsdc-48,South Bay CW Dance Festival,2017-09,63,396
wsdc-125,Swing City Chicago,2017-10,122,3070
wsdc-165,Midland Swing Open,2017-10,50,5629
wsdc-167,Best of the Best,2017-10,60,325
wsdc-178,Montreal WCS Fest,2017-10,68,3337
wsdc-211,Atlanta Swing Classic,2017-10,133,2726
wsdc-236,Warsaw Halloween Swing,2017-10,100,7461
wsdc-257,Italian Open,2017-10,89,7025
wsdc-267,Swustlicious,2017-10,57,3276
wsdc-285,Old Town Swing,2017-10,52,6863
wsdc-286,WCS Festival,2017-10,65,4552
wsdc-43,Paradise Country Dance Festival,2017-10,80,61
wsdc-65,Halloween SwingThing,2017-10,116,144
wsdc-8,Boogie By The Bay,2017-10,126,142
wsdc-166,London SWINGvitational,2017-11,50,6382
wsdc-181,DC Swing eXperience,2017-11,155,237
wsdc-194,Moscow Westie Dance Fest,2017-11,85,7533
wsdc-229,Scandinavian Open,2017-11,80,7025
wsdc-237,WCS Helsinki,2017-11,29,9499
wsdc-269,Autumn Swing Challenge,2017-11,72,6866
wsdc-270,Westie's Angels,2017-11,80,6378
wsdc-287,Florida Westie Fest,2017-11,60,4349
wsdc-288,Midnight Madness,2017-11,58,2600
wsdc-31,Mountain Magic,2017-11,59,61
wsdc-63,Swingin' New England Dance Festival,2017-11,100,764
wsdc-68,US Open Swing Dance Championships,2017-11,115,173
wsdc-79,Sea to Sky,2017-11,85,4780
wsdc-87,C.A.S.H. Bash Weekend,2017-11,88,1754
wsdc-141,Spotlight Dance Challenge,2017-12,121,237
wsdc-212,The After Party,2017-12,113,64
wsdc-213,Swingtimate,2017-12,43,8053
wsdc-214,New Year's Swing Fling,2017-12,95,6705
wsdc-238,Winter White,2017-12,69,8888
wsdc-271,Berlin Swing Revolution,2017-12,65,7461
wsdc-42,Floorplay New Years Swing Vacation,2017-12,100,1739
wsdc-183,Freedom Swing Dance Challenge,2018-01,101,2495
wsdc-184,BudaFest Open WCS Championships,2018-01,131,2986
wsdc-195,Palm Springs New Years Swing Dance Classic,2018-01,107,147
wsdc-196,SwingCouver,2018-01,127,2308
wsdc-200,Austin Swing Dance Championships,2018-01,109,216
wsdc-240,Sweden Westie Gala,2018-01,50,9499
wsdc-242,Derby City Swing,2018-01,92,2393
wsdc-272,Paris Westie Fest,2018-01,74,7813
wsdc-289,Swingvester,2018-01,67,7361
wsdc-290,Shooba Dooba Swing,2018-01,48,8173
wsdc-291,Municorn Swing,2018-01,42,8949
wsdc-39,New Year's Dance Extravaganza,2018-01,90,2343
wsdc-62,Monterey SwingFest,2018-01,120,147
wsdc-75,Worlds UCWDC,2018-01,47,226
wsdc-12,Capital Swing Dance Convention,2018-02,130,61
wsdc-169,Dance Camp Chicago,2018-02,63,3440
wsdc-185,Sweetheart Swing Classic,2018-02,77,50
wsdc-215,Swing & Snow,2018-02,84,8173
wsdc-244,Rose City Swing,2018-02,120,1055
wsdc-258,Swingtzerland,2018-02,70,2986
wsdc-273,Charlotte Westie Fest,2018-02,146,2495
wsdc-142,The Chicago Classic,2018-03,143,50
wsdc-143,High Desert Dance Classic,2018-03,60,144
wsdc-153,Novice Invitational,2018-03,72,2371
wsdc-170,Russian Open WCS Championships,2018-03,64,7592
wsdc-186,West In Lyon,2018-03,115,6378
wsdc-197,5280 Swing Dance Championships,2018-03,80,902
wsdc-246,Swing Escape,2018-03,38,5456
wsdc-259,Swing Over Orlando,2018-03,56,3114
wsdc-275,Dutch Open West Coast Swing,2018-03,54,7246
wsdc-292,King Swing,2018-03,86,8338
wsdc-9,Boston Tea Party,2018-03,120,1389
wsdc-92,Mid-Atlantic Dance Jam,2018-03,188,147
wsdc-134,Swing Dance America,2018-04,84,1952
wsdc-18,Seattle's Easter Swing,2018-04,136,440
wsdc-187,City of Angels,2018-04,122,147
wsdc-198,UK & European WCS Championships,2018-04,95,5460
wsdc-203,Detonation Dance ,2018-04,37,6347
wsdc-205,SOswing,2018-04,77,241
wsdc-217,San Diego Dance Festival,2018-04,42,61
wsdc-218,Asia West Coast Swing Open,2018-04,68,6236
wsdc-253,Nordic WCS Championships,2018-04,98,6274
wsdc-276,Anchor Festival,2018-04,76,8049
wsdc-293,Westy Nantes,2018-04,75,7024
wsdc-105,Canadian Swing Championships,2018-05,38,5729
wsdc-121,The Texas Classic,2018-05,43,5210
wsdc-144,Swingin' Into Spring,2018-05,64,2343
wsdc-174,Swingsation,2018-05,64,7903
wsdc-175,French Open West Coast Swing,2018-05,110,6863
wsdc-20,FreZno Dance Classic,2018-05,76,61
wsdc-206,Hungarian Open,2018-05,74,7821
wsdc-219,KIWI Fest,2018-05,60,8173
wsdc-22,USA Grand Nationals,2018-05,132,432
wsdc-221,Show-Me Showdown,2018-05,64,216
wsdc-277,Scotland Swing Classic,2018-05,29,7525
wsdc-61,SwingDiego,2018-05,113,147
wsdc-117,Orange Blossom Dance Festival,2018-06,39,2626
wsdc-162,Swingapalooza,2018-06,90,216
wsdc-179,New Zealand Open Swing Dance Championships,2018-06,22,6626
wsdc-188,NSW West Coast Swing Dance Championships,2018-06,35,5456
wsdc-207,Dance N Play,2018-06,56,902
wsdc-220,D-Townswing,2018-06,99,2986
wsdc-222,Baltic Swing,2018-06,92,7461
wsdc-25,J&J O'Rama,2018-06,136,147
wsdc-254,Finnfest,2018-06,64,10200
wsdc-268,Korea Westival,2018-06,43,8734
wsdc-76,Michigan Dance Classic,2018-06,90,2308
wsdc-1,4TH of July Convention,2018-07,83,61
wsdc-147,Toronto Open Swing & Hustle Championships,2018-07,82,1819
wsdc-148,New Orleans Dance Mardi Gras,2018-07,26,3387
wsdc-149,Florida Dance Magic,2018-07,43,216
wsdc-156,Big Apple Dance Festival,2018-07,33,1385
wsdc-225,Wild Wild Westie,2018-07,146,241
wsdc-226,Ft. Lauderdale Swing & Shag Beach Bash,2018-07,17,1153
wsdc-255,Indy Dance Explosion,2018-07,42,3871
wsdc-256,Rock The Barn,2018-07,49,9555
wsdc-261,Neverland Swing,2018-07,46,7797
wsdc-262,Swing It Like It's Hot,2018-07,43,7286
wsdc-278,Americano Dance Camp,2018-07,40,8179
wsdc-280,Saint Petersburg WCS Nights,2018-07,51,8181
wsdc-303,Odyssey West Coast Swing,2018-07,29,8077
wsdc-44,Portland Dance Festival,2018-07,61,421
wsdc-47,Swingtime in the Rockies,2018-07,103,241
wsdc-96,Liberty Swing Dance Championships,2018-07,140,1385
wsdc-120,LoneStar Invitational,2018-08,49,3171
wsdc-137,Tampa Bay Classic,2018-08,64,2904
wsdc-157,New England Dance Festival,2018-08,38,8441
wsdc-224,Midwest Westie Fest,2018-08,67,50
wsdc-227,Swingtacular,2018-08,137,147
wsdc-263,Riga Summer Swing,2018-08,91,7356
wsdc-264,Swedish Swing Summer Camp,2018-08,60,9333
wsdc-282,German Open WCS Championships,2018-08,63,7461
wsdc-298,Shakedown Swing,2018-08,32,8055
wsdc-51,Palm Springs Summer Dance Camp Classic,2018-08,83,61
wsdc-53,Summer Hummer,2018-08,134,619
wsdc-59,Swing Fling,2018-08,150,147
wsdc-77,Arizona Dance Classic,2018-08,40,421
wsdc-99,Chicagoland Country & Swing Dance Festival,2018-08,58,1754
wsdc-10,BridgeTown Swing,2018-09,93,4686
wsdc-131,Meet Me in St. Louis Swing Dance Championships,2018-09,96,216
wsdc-135,Desert City Swing,2018-09,114,50
wsdc-15,Dallas D.A.N.C.E.,2018-09,20,3045
wsdc-165,Midland Swing Open,2018-09,75,5629
wsdc-167,Best of the Best,2018-09,39,5178
wsdc-177,River City Swing,2018-09,92,432
wsdc-216,The Brazilian Open,2018-09,24,8394
wsdc-231,Trilogy Swing,2018-09,110,432
wsdc-232,Norway Westie Fest,2018-09,51,9677
wsdc-233,Bavarian Open WCS,2018-09,98,1333
wsdc-234,Philly Swing Classic,2018-09,71,3223
wsdc-266,Rocky Mountain Five Dance (RM5),2018-09,35,1205
wsdc-284,Citadel Swing,2018-09,76,8212
wsdc-296,Fall Fall in Swing,2018-09,37,6236
wsdc-299,Ukrainian Open,2018-09,51,6866
wsdc-300,Austin Rocks,2018-09,81,2761
wsdc-48,South Bay Dance Fling,2018-09,74,421
wsdc-125,Swing City Chicago,2018-10,118,1952
wsdc-178,Montreal Westie Fest,2018-10,83,5514
wsdc-211,Atlanta Swing Classic,2018-10,126,432
wsdc-267,Swustlicious,2018-10,61,2245
wsdc-285,Old Town Swing,2018-10,63,8944
wsdc-286,WCS Festival,2018-10,69,6866
wsdc-294,European Swing Challenge,2018-10,38,7246
wsdc-43,Paradise Country & Swing Dance Festival,2018-10,76,147
wsdc-65,Halloween Swingthing,2018-10,113,144
wsdc-8,Boogie By The Bay,2018-10,116,147
wsdc-166,London SWINGvitational,2018-11,40,6821
wsdc-181,DC Swing Experience (DCSX),2018-11,139,61
wsdc-194,Moscow Westie Fest,2018-11,74,7599
wsdc-229,Scandinavian Open WCS,2018-11,86,7536
wsdc-236,Warsaw Halloween Swing,2018-11,82,7352
wsdc-269,Autumn Swing Challenge,2018-11,74,8330
wsdc-270,Westie's Angels,2018-11,60,7813
wsdc-287,Florida Westie Fest,2018-11,54,3070
wsdc-288,Midnight Madness,2018-11,49,421
wsdc-31,Mountain Magic Dance Convention,2018-11,69,173
wsdc-312,Westie Pink City,2018-11,64,6866
wsdc-63,Swingin' New England,2018-11,86,5729
wsdc-68,US Open Swing Dance Championships,2018-11,111,216
wsdc-79,Sea To Sky - Seattle,2018-11,101,902
wsdc-87,C.A.S.H. Bash Weekend,2018-11,70,1739
wsdc-212,The After Party (TAP),2018-12,118,147
wsdc-213,Swingtimate,2018-12,51,8053
wsdc-238,Winter White WCS,2018-12,73,6821
wsdc-265,Upstate Dance Challenge,2018-12,87,1385
wsdc-271,Berlin Swing Revolution,2018-12,73,4533
wsdc-141,Spotlight Dance Challenge,2019-01,107,1153
wsdc-183,Freedom Swing Dance Challenge,2019-01,89,3230
wsdc-184,BudaFest Open WCS Championships,2019-01,138,5460
wsdc-195,Palm Springs New Year,2019-01,60,147
wsdc-196,SwingCouver,2019-01,119,2308
wsdc-200,Austin Swing Dance Championships,2019-01,108,216
wsdc-214,New Year's Swing Fling,2019-01,89,6705
wsdc-242,Derby City Swing,2019-01,93,1754
wsdc-289,Swingvester,2019-01,80,8627
wsdc-290,Shooba Dooba Swing,2019-01,42,8181
wsdc-291,Municorn Swing,2019-01,46,7797
wsdc-301,Swing Resolution,2019-01,41,3223
wsdc-39,New Year's Dance Extravaganza,2019-01,63,2343
wsdc-42,FloorPlay New Years Swing Vacation,2019-01,93,1391
wsdc-62,Monterey Swingfest,2019-01,119,147
wsdc-75,Worlds UCWDC,2019-01,35,432
wsdc-12,Capital Swing Dance Convention,2019-02,146,147
wsdc-169,Dance Camp Chicago,2019-02,63,1277
wsdc-215,Swing & Snow,2019-02,93,7592
wsdc-244,Rose City Swing ,2019-02,137,1573
wsdc-258,Swingtzerland,2019-02,77,7532
wsdc-272,Paris Westie Fest,2019-02,74,4533
wsdc-273,Charlotte Westie Fest,2019-02,135,272
wsdc-297,Winter Coast Swing,2019-02,44,9493
wsdc-302,WesterOz Swing,2019-02,38,7593
wsdc-310,Valentine Swing,2019-02,45,7461
wsdc-142,The Chicago Classic,2019-03,136,61
wsdc-143,High Desert Dance Classic,2019-03,52,241
wsdc-153,Novice Invitational,2019-03,99,1138
wsdc-170,Russian Open WCS Championships,2019-03,67,7592
wsdc-197,5280 Swing Dance Championships,2019-03,73,147
wsdc-246,Swing Escape,2019-03,46,5456
wsdc-259,Swing Over,2019-03,92,2308
wsdc-275,Dutch Open West Coast Swing,2019-03,56,7995
wsdc-276,Anchor Festival,2019-03,80,6271
wsdc-292,King Swing,2019-03,105,8212
wsdc-314,Westie Spring Thing,2019-03,76,8228
wsdc-9,The Boston Tea Party,2019-03,120,2343
wsdc-92,Mid Atlantic Dance Jam (MADjam),2019-03,187,147
wsdc-132,Tulsa Spring Swing,2019-04,55,50
wsdc-134,Swing Dance America,2019-04,73,2389
wsdc-18,Easter Swing,2019-04,131,619
wsdc-187,City of Angels,2019-04,135,61
wsdc-198,U.K. & European WCS Championships ,2019-04,85,2430
wsdc-203,Detonation Dance,2019-04,53,6821
wsdc-217,San Diego Dance Festival,2019-04,36,421
wsdc-218,Asia West Coast Swing Open,2019-04,72,6236
wsdc-253,Nordic WCS Championships,2019-04,81,5861
wsdc-293,Westy Nantes,2019-04,101,6866
wsdc-304,Swing In Capital,2019-04,50,7695
wsdc-306,Go West Swing Fest,2019-04,32,7121
wsdc-105,Canadian Swing Championships (CSC),2019-05,35,6376
wsdc-121,The Texas Classic,2019-05,46,3604
wsdc-144,Swingin' Into Spring,2019-05,64,770
wsdc-174,Swingsation,2019-05,68,8053
wsdc-20,FreZno Dance Classic,2019-05,112,61
wsdc-205,SOswing,2019-05,83,797
wsdc-206,Hungarian Open,2019-05,81,7569
wsdc-219,KIWI Fest,2019-05,69,7599
wsdc-22,USA Grand Nationals Dance Championships,2019-05,135,714
wsdc-221,Show Me Showdown,2019-05,60,216
wsdc-277,Scotland Swing Classic,2019-05,61,6705
wsdc-311,TLV SwingFest,2019-05,65,5861
wsdc-61,SwingDiego (The Superbowl of Swing),2019-05,110,147
wsdc-117,Orange Blossom Dance Festival,2019-06,22,3276
wsdc-162,Swingapalooza,2019-06,104,50
wsdc-175,French Open West Coast Swing,2019-06,120,6866
wsdc-188,NSW West Coast Swing Dance Championships,2019-06,42,7903
wsdc-207,Dance N Play,2019-06,44,902
wsdc-220,D-Townswing,2019-06,106,7536
wsdc-222,Baltic Swing,2019-06,104,6347
wsdc-25,Jack & Jill O'Rama,2019-06,149,61
wsdc-254,Finnfest,2019-06,65,9390
wsdc-255,Indy Dance Explosion,2019-06,36,3707
wsdc-268,Korea Westival,2019-06,47,8734
wsdc-76,Michigan Dance Classic,2019-06,95,50
wsdc-96,Liberty Swing Dance Championships,2019-06,138,1659
wsdc-1,Phoenix 4th of July,2019-07,91,61
wsdc-109,Colorado Country Classic,2019-07,26,548
wsdc-147,Toronto Open Swing & Hustle Championships,2019-07,62,2308
wsdc-149,Florida Dance Magic,2019-07,41,216
wsdc-156,Big Apple Dance Festival,2019-07,18,4271
wsdc-164,Sea Sun & Swing Camp,2019-07,73,6946
wsdc-224,Midwest Westie Fest,2019-07,99,50
wsdc-225,Wild Wild Westie,2019-07,171,272
wsdc-256,Rock the Barn,2019-07,63,8354
wsdc-261,Neverland Swing,2019-07,44,8541
wsdc-278,Americano Dance Camp,2019-07,40,8188
wsdc-280,Saint Petersburg WCS Nights,2019-07,62,8173
wsdc-303,Odyssey West Coast Swing,2019-07,26,7903
wsdc-44,Portland Dance Festival,2019-07,70,3512
wsdc-47,SwingTime,2019-07,87,902
wsdc-119,Chicagoland Country and Swing Dance Festival,2019-08,70,1754
wsdc-120,LoneStar Invitational,2019-08,57,3045
wsdc-157,New England Dance Festival,2019-08,30,8913
wsdc-227,Swingtacular: The Galactic Open,2019-08,113,147
wsdc-263,Riga Summer Swing,2019-08,102,5284
wsdc-264,UpTown Swing ,2019-08,72,6821
wsdc-282,German Open WCS Championships,2019-08,105,8943
wsdc-283,Kazan EL Fest,2019-08,34,9106
wsdc-298,Shakedown Swing,2019-08,42,8053
wsdc-299,Ukrainian Open,2019-08,52,7599
wsdc-51,Palm Springs Swing Dance Classic,2019-08,76,468
wsdc-53,Summer Hummer,2019-08,131,311
wsdc-59,Swing Fling,2019-08,121,3839
wsdc-77,Arizona Dance Classic (Cancelled due to Covid-19),2019-08,42,421
wsdc-10,BridgeTown Swing,2019-09,105,147
wsdc-131,Meet Me in St. Louis Swing Dance Championships,2019-09,84,216
wsdc-135,Desert City Swing,2019-09,125,61
wsdc-165,Midland Swing Open,2019-09,80,6347
wsdc-167,Best of the Best,2019-09,35,6832
wsdc-177,River City Swing,2019-09,82,714
wsdc-216,The Brazilian Open Championships (Cancelled due to Coronavirus),2019-09,24,10214
wsdc-231,Trilogy Swing,2019-09,117,61
wsdc-232,Norway Westie Fest,2019-09,48,6827
wsdc-233,Bavarian Open WCS,2019-09,110,2356
wsdc-234,Philly Swing Classic,2019-09,87,2495
wsdc-284,Citadel Swing (Cancelled due to Covid-19),2019-09,96,7879
wsdc-300,Austin Rocks,2019-09,95,2308
wsdc-313,Rolling Swing,2019-09,66,8392
wsdc-125,Swing City Chicago,2019-10,111,216
wsdc-178,Montreal Westie Fest,2019-10,75,5514
