candidate_series,printed_name,snapshot_ids,suggested_override,years
[],Paradise Country Dance Festival (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Paradise Country Dance Festival (Cancelled due to Covid-19),listed-paradise-country-dance-festival-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],Paradise Dance Festival (Unconfirmed),"[""snap_20260913T055353Z_2f7c24378244""]","Paradise Dance Festival (Unconfirmed),listed-paradise-dance-festival-unconfirmed,wsdc_calendar,review series identity",[2024]
[],Paris Spring Classic,"[""snap_20260913T053435Z_ed5072b4dea1""]","Paris Spring Classic,listed-paris-spring-classic,wsdc_newsletter,review series identity",[2024]
[],Paris Swing Classic (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Paris Swing Classic (Cancelled due to Covid-19),listed-paris-swing-classic-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2022]
[],Philly Swing Classic (Unconfirmed),"[""snap_20260913T055220Z_d77aed35c78d""]","Philly Swing Classic (Unconfirmed),listed-philly-swing-classic-unconfirmed,wsdc_calendar,review series identity",[2024]
[],Phoenix 4th of July (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Phoenix 4th of July (Cancelled due to Covid-19),listed-phoenix-of-july-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2020, 2021]"
[],Portland Dance Festival (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Portland Dance Festival (Cancelled due to Covid-19),listed-portland-dance-festival-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2020]
[],Portland Dance Festival (Unconfirmed),"[""snap_20260913T052834Z_980218abecff""]","Portland Dance Festival (Unconfirmed),listed-portland-dance-festival-unconfirmed,wsdc_calendar,review series identity",[2024]
[],Pure Bachata - Role Rotation Weekend Cologne 2024,"[""snap_20260910T060109Z_3bfbf7722d67""]","Pure Bachata - Role Rotation Weekend Cologne 2024,listed-pure-bachata-role-rotation-weekend-cologne,scoringdance,review series identity",[2024]
[],Pure Bachata - Role Rotation Weekend Cologne 2026,"[""snap_20260910T063433Z_fb2427859294""]","Pure Bachata - Role Rotation Weekend Cologne 2026,listed-pure-bachata-role-rotation-weekend-cologne,scoringdance,review series identity",[2026]
[],Pure Bachata - Urban Fusion Festival 2025,"[""snap_20260910T060227Z_fc8a97b06b43""]","Pure Bachata - Urban Fusion Festival 2025,listed-pure-bachata-urban-fusion-festival,scoringdance,review series identity",[2025]
[],Pure Bachata Summer Festival (Bachata World Cup Geneva 2026 Qualifiers Event – Germany),"[""snap_20260910T054103Z_c2a9b4454df1""]","Pure Bachata Summer Festival (Bachata World Cup Geneva 2026 Qualifiers Event – Germany),listed-pure-bachata-summer-festival-bachata-world-cup-geneva-qualifiers-event-germany,scoringdance,review series identity",[2025]
[],Pure Bachata Summer Festival Cologne,"[""snap_20260910T032911Z_34e948f7fea1""]","Pure Bachata Summer Festival Cologne,listed-pure-bachata-summer-festival-cologne,scoringdance,review series identity",[2018]
[],Pure Bachata Winter Festival 2024,"[""snap_20260910T053359Z_5fdf844ca712""]","Pure Bachata Winter Festival 2024,listed-pure-bachata-winter-festival,scoringdance,review series identity",[2024]
[],Pure Bachata Winter Festival 2025,"[""snap_20260910T063628Z_882f121da579""]","Pure Bachata Winter Festival 2025,listed-pure-bachata-winter-festival,scoringdance,review series identity",[2025]
[],Retaliation Swing (Trial Event),"[""snap_20260913T055309Z_e2e9db9abb1c""]","Retaliation Swing (Trial Event),listed-retaliation-swing-trial-event,wsdc_calendar,review series identity",[2024]
[],Riga Summer Swing (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Riga Summer Swing (Cancelled due to Covid-19),listed-riga-summer-swing-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2020, 2021]"
[],Riga Summer Swing (On Hiatus due to War in Ukraine),"[""snap_20260913T052844Z_b95ece79a3ac""]","Riga Summer Swing (On Hiatus due to War in Ukraine),listed-riga-summer-swing-due-to-war-in-ukraine,wsdc_calendar,review series identity",[2023]
[],Riga Summer Swing (Unconfirmed),"[""snap_20260913T052834Z_980218abecff"", ""snap_20260913T055430Z_17be191620ce""]","Riga Summer Swing (Unconfirmed),listed-riga-summer-swing-unconfirmed,wsdc_calendar,review series identity","[2023, 2025]"
[],Rija Summer Swing,"[""snap_20260913T051234Z_f0158d065885""]","Rija Summer Swing,listed-rija-summer-swing,wsdc_calendar,review series identity",[2017]
[],River City Swing (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","River City Swing (Cancelled due to Covid-19),listed-river-city-swing-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2020, 2021]"
[],River City Swing (Unconfirmed),"[""snap_20260913T055220Z_d77aed35c78d""]","River City Swing (Unconfirmed),listed-river-city-swing-unconfirmed,wsdc_calendar,review series identity",[2024]
[],RiverSwingNights,"[""de51b1e142624d9a854864ae05264d1b""]","RiverSwingNights,listed-riverswingnights,wsdc_calendar,review series identity",[2026]
[],Rock The Barn (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Rock The Barn (Cancelled due to Covid-19),listed-rock-the-barn-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],Rock the Barn (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Rock the Barn (Cancelled due to Covid-19),listed-rock-the-barn-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2020]
[],Rolling Swing (Unconfirmed),"[""snap_20260913T055241Z_d374c58b5248""]","Rolling Swing (Unconfirmed),listed-rolling-swing-unconfirmed,wsdc_calendar,review series identity",[2024]
[],Rose City Swing (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Rose City Swing (Cancelled due to Covid-19),listed-rose-city-swing-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],Russian Open WCS Championship 2020 (Cancelled due to Coronavirus),"[""snap_20260913T052653Z_4309094e8fb4""]","Russian Open WCS Championship 2020 (Cancelled due to Coronavirus),listed-russian-open-wcs-championship-cancelled-due-to-coronavirus,wsdc_calendar,review series identity",[2020]
[],S.O.Swing,"[""snap_20260913T050713Z_532a13011352"", ""snap_20260913T050724Z_6ddaacedd7ed""]","S.O.Swing,listed-s-o-swing,swingdancecouncil,review series identity","[2013, 2014]"
[],SASS,"[""snap_20260909T150512Z_694f97493af0""]","SASS,listed-sass,eepro,review series identity",[2025]
[],SCOTTISH SWING CLASSIC,"[""snap_20260913T035045Z_008aaf4c6933"", ""snap_20260913T053000Z_11d8e6dbdaab""]","SCOTTISH SWING CLASSIC,listed-scottish-swing-classic,wsdc_newsletter,review series identity","[2018, 2019]"
[],SEA Q-FEST (Unconfirmed),"[""snap_20260913T055220Z_d77aed35c78d""]","SEA Q-FEST (Unconfirmed),listed-sea-q-fest-unconfirmed,wsdc_calendar,review series identity",[2024]
"[""wsdc-325"", ""wsdc-330""]",SIMPLY ADELAIDE WEST COAST SWING,"[""snap_20260913T053204Z_ea0a1cfa6f68""]","SIMPLY ADELAIDE WEST COAST SWING,listed-simply-adelaide-west-coast-swing,wsdc_newsletter,review series identity",[2019]
[],SOM - Swing of Music (Trial Event),"[""snap_20260913T055241Z_d374c58b5248""]","SOM - Swing of Music (Trial Event),listed-som-swing-of-music-trial-event,wsdc_calendar,review series identity",[2024]
[],SOSWING CONVENTION,"[""snap_20260913T035045Z_008aaf4c6933"", ""snap_20260913T052940Z_0177184cf9eb"", ""snap_20260913T053000Z_11d8e6dbdaab""]","SOSWING CONVENTION,listed-soswing-convention,wsdc_newsletter,review series identity","[2017, 2018, 2019]"
[],SOSwing Convention,"[""snap_20260913T051023Z_de41000bfa60""]","SOSwing Convention,listed-soswing-convention,swingdancecouncil,review series identity",[2016]
[],SOswing (Cancelled due to Coronavirus),"[""snap_20260913T052653Z_4309094e8fb4""]","SOswing (Cancelled due to Coronavirus),listed-soswing-cancelled-due-to-coronavirus,wsdc_calendar,review series identity","[2020, 2021]"
[],SOswing Convention,"[""snap_20260913T053450Z_ce3c79f4aa99""]","SOswing Convention,listed-soswing-convention,wsdc_newsletter,review series identity",[2023]
[],SOswing Convention 2024,"[""snap_20260910T053621Z_8249c7aa0b85""]","SOswing Convention 2024,listed-soswing-convention,scoringdance,review series identity",[2024]
[],SOswing Convention 2025,"[""snap_20260910T060257Z_bed8a86fd55d""]","SOswing Convention 2025,listed-soswing-convention,scoringdance,review series identity",[2025]
[],SOswing Convention 2026,"[""snap_20260910T060440Z_f5d00de4b9e1""]","SOswing Convention 2026,listed-soswing-convention,scoringdance,review series identity",[2026]
[],SPOTLIGHT DANCE CELEBRATION,"[""snap_20260913T052910Z_44c788523cf4""]","SPOTLIGHT DANCE CELEBRATION,listed-spotlight-dance-celebration,wsdc_newsletter,review series identity",[2017]
[],SSAS- Spooky Albany Swing Spectacular,"[""snap_20260913T055430Z_17be191620ce""]","SSAS- Spooky Albany Swing Spectacular,listed-ssas-spooky-albany-swing-spectacular,wsdc_calendar,review series identity",[2025]
[],SUMMER HUMMER (NASDE),"[""snap_20260913T052919Z_08ef5aac2666"", ""snap_20260913T053153Z_b3d4d7e4936b"", ""snap_20260913T053243Z_3347ef6a3141""]","SUMMER HUMMER (NASDE),listed-summer-hummer-nasde,wsdc_newsletter,review series identity","[2017, 2018, 2019]"
"[""wsdc-321"", ""wsdc-331""]",SWING FICTION,"[""snap_20260913T053000Z_11d8e6dbdaab""]","SWING FICTION,listed-swing-fiction,wsdc_newsletter,review series identity",[2019]
[],SWINGAPALOOZA (Unconfirmed),"[""snap_20260913T055402Z_7d4968c3ecb5""]","SWINGAPALOOZA (Unconfirmed),listed-swingapalooza-unconfirmed,wsdc_calendar,review series identity",[2025]
[],SWINGDIEGO (NASDE),"[""snap_20260913T035045Z_008aaf4c6933"", ""snap_20260913T052940Z_0177184cf9eb"", ""snap_20260913T053000Z_11d8e6dbdaab""]","SWINGDIEGO (NASDE),listed-swingdiego-nasde,wsdc_newsletter,review series identity","[2017, 2018, 2019]"
[],SWINGIN,"[""snap_20260913T052940Z_0177184cf9eb""]","SWINGIN,listed-swingin,wsdc_newsletter,review series identity",[2017]
[],SWINGTIME IN THE ROCKIES (NASDE),"[""snap_20260913T052919Z_08ef5aac2666""]","SWINGTIME IN THE ROCKIES (NASDE),listed-swingtime-in-the-rockies-nasde,wsdc_newsletter,review series identity",[2017]
[],Saint Petersburg WCS Nights (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Saint Petersburg WCS Nights (Cancelled due to Covid-19),listed-saint-petersburg-wcs-nights-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2020]
[],San Diego Dance Festival  (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","San Diego Dance Festival  (Cancelled due to Covid-19),listed-san-diego-dance-festival-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2022]
[],San Diego Dance Festival (Cancelled due to Coronavirus),"[""snap_20260913T052653Z_4309094e8fb4""]","San Diego Dance Festival (Cancelled due to Coronavirus),listed-san-diego-dance-festival-cancelled-due-to-coronavirus,wsdc_calendar,review series identity",[2020]
[],San Diego Dance Festival (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","San Diego Dance Festival (Cancelled due to Covid-19),listed-san-diego-dance-festival-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],San Diego Dance Festival (Unconfirmed),"[""snap_20260913T055430Z_17be191620ce""]","San Diego Dance Festival (Unconfirmed),listed-san-diego-dance-festival-unconfirmed,wsdc_calendar,review series identity",[2025]
[],SaunaSwing (Unconfirmed),"[""snap_20260913T055430Z_17be191620ce""]","SaunaSwing (Unconfirmed),listed-saunaswing-unconfirmed,wsdc_calendar,review series identity",[2025]
[],Scandinavian Open 2025 [SNOW],"[""snap_20260910T063122Z_30396944a079""]","Scandinavian Open 2025 [SNOW],listed-scandinavian-open-snow,scoringdance,review series identity",[2025]
[],"Scandinavian Open WCS ""SNOW"" (Unconfirmed)","[""snap_20260913T055220Z_d77aed35c78d""]","Scandinavian Open WCS ""SNOW"" (Unconfirmed),listed-scandinavian-open-wcs-snow-unconfirmed,wsdc_calendar,review series identity",[2024]
[],Scandinavian Open WCS (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Scandinavian Open WCS (Cancelled due to Covid-19),listed-scandinavian-open-wcs-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],Scandinavian Open WCS (Unconfirmed),"[""snap_20260913T052834Z_980218abecff""]","Scandinavian Open WCS (Unconfirmed),listed-scandinavian-open-wcs-unconfirmed,wsdc_calendar,review series identity",[2023]
[],Scottish Swing Classic (Cancelled due to Coronavirus),"[""snap_20260913T052653Z_4309094e8fb4""]","Scottish Swing Classic (Cancelled due to Coronavirus),listed-scottish-swing-classic-cancelled-due-to-coronavirus,wsdc_calendar,review series identity",[2020]
[],Scottish Swing Classic (Unconfirmed),"[""snap_20260913T052844Z_b95ece79a3ac""]","Scottish Swing Classic (Unconfirmed),listed-scottish-swing-classic-unconfirmed,wsdc_calendar,review series identity",[2023]
[],Scottish Swing Classic *,"[""snap_20260913T053450Z_ce3c79f4aa99""]","Scottish Swing Classic *,listed-scottish-swing-classic,wsdc_newsletter,review series identity",[2023]
[],Sea Q-Fest,"[""snap_20260913T053443Z_bf5de4bbd205"", ""snap_20260913T053454Z_10de9e3a897e""]","Sea Q-Fest,listed-sea-q-fest,wsdc_newsletter,review series identity","[2023, 2024]"
[],Sea Sun & Swing Camp (Hiatus in 2025),"[""snap_20260913T055430Z_17be191620ce""]","Sea Sun & Swing Camp (Hiatus in 2025),listed-sea-sun-swing-camp-in,wsdc_calendar,review series identity",[2025]
[],Sea Sun & Swing Camp (Unconfirmed),"[""snap_20260913T055411Z_037bc2fb7478""]","Sea Sun & Swing Camp (Unconfirmed),listed-sea-sun-swing-camp-unconfirmed,wsdc_calendar,review series identity",[2025]
[],Sea Sun and Swing (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Sea Sun and Swing (Cancelled due to Covid-19),listed-sea-sun-and-swing-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],Sea to Sky (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Sea to Sky (Cancelled due to Covid-19),listed-sea-to-sky-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2020]
[],Sea to Sky Seattle WCS (Unconfirmed),"[""snap_20260913T055241Z_d374c58b5248""]","Sea to Sky Seattle WCS (Unconfirmed),listed-sea-to-sky-seattle-wcs-unconfirmed,wsdc_calendar,review series identity",[2024]
[],SeaToSky West Coast Swing Championships,"[""snap_20260913T050503Z_1dc9d7a88150""]","SeaToSky West Coast Swing Championships,listed-seatosky-west-coast-swing-championships,swingdancecouncil,review series identity",[2010]
[],SeaToSky West Coast Swing Dance Champ's,"[""snap_20260913T050533Z_9b70788c5a8a"", ""snap_20260913T050603Z_94f4a330dd97"", ""snap_20260913T050703Z_0dc4bfe1a4a1""]","SeaToSky West Coast Swing Dance Champ's,listed-seatosky-west-coast-swing-dance-champ-s,swingdancecouncil,review series identity","[2011, 2012]"
[],Seattle Easter Swing,"[""snap_20260913T050503Z_1dc9d7a88150"", ""snap_20260913T050613Z_a7106c385749"", ""snap_20260913T050713Z_532a13011352"", ""snap_20260913T050724Z_6ddaacedd7ed"", ""snap_20260913T050803Z_89757c41ead1"", ""snap_20260913T051023Z_de41000bfa60""]","Seattle Easter Swing,listed-seattle-easter-swing,swingdancecouncil,review series identity","[2010, 2012, 2013, 2014, 2015, 2016]"
[],Shakedown Swing  (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Shakedown Swing  (Cancelled due to Covid-19),listed-shakedown-swing-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2020]
[],Shakedown Swing (Unconfirmed),"[""snap_20260913T055220Z_d77aed35c78d"", ""snap_20260913T055430Z_17be191620ce""]","Shakedown Swing (Unconfirmed),listed-shakedown-swing-unconfirmed,wsdc_calendar,review series identity","[2024, 2025]"
[],Shooba Dooba Swing (Unconfirmed),"[""snap_20260913T052844Z_b95ece79a3ac"", ""snap_20260913T055339Z_5308cf7b884e""]","Shooba Dooba Swing (Unconfirmed),listed-shooba-dooba-swing-unconfirmed,wsdc_calendar,review series identity","[2023, 2024]"
[],Show Me Showdown (Cancelled due to Coronavirus),"[""snap_20260913T052653Z_4309094e8fb4""]","Show Me Showdown (Cancelled due to Coronavirus),listed-show-me-showdown-cancelled-due-to-coronavirus,wsdc_calendar,review series identity",[2020]
[],Show Me Showdown (Unconfirmed),"[""snap_20260913T052844Z_b95ece79a3ac"", ""snap_20260913T055430Z_17be191620ce""]","Show Me Showdown (Unconfirmed),listed-show-me-showdown-unconfirmed,wsdc_calendar,review series identity","[2023, 2025]"
[],ShowMe Showdown,"[""snap_20260913T055241Z_d374c58b5248""]","ShowMe Showdown,listed-showme-showdown,wsdc_calendar,review series identity",[2024]
[],Simply Adelaide,"[""snap_20260913T053303Z_220a0f22f0f6""]","Simply Adelaide,listed-simply-adelaide,wsdc_newsletter,review series identity",[2020]
[],Simply Adelaide WCS,"[""snap_20260913T053454Z_10de9e3a897e""]","Simply Adelaide WCS,listed-simply-adelaide-wcs,wsdc_newsletter,review series identity",[2023]
"[""wsdc-325"", ""wsdc-330""]",Simply Adelaide West Coast Swing,"[""de51b1e142624d9a854864ae05264d1b"", ""snap_20260913T052653Z_4309094e8fb4"", ""snap_20260913T055430Z_17be191620ce""]","Simply Adelaide West Coast Swing,listed-simply-adelaide-west-coast-swing,wsdc_calendar,review series identity","[2020, 2021, 2025, 2026]"
[],Simply Adelaide West Coast Swing (Trial),"[""snap_20260913T051644Z_dd7f13d8db52""]","Simply Adelaide West Coast Swing (Trial),listed-simply-adelaide-west-coast-swing-trial,wsdc_calendar,review series identity",[2019]
"[""wsdc-325"", ""wsdc-330""]",Simply Adelaide West Coast Swing 2023,"[""snap_20260913T052844Z_b95ece79a3ac""]","Simply Adelaide West Coast Swing 2023,listed-simply-adelaide-west-coast-swing,wsdc_calendar,review series identity",[2023]
[],Simply Adelaide West Coast Swing 2023 (Unconfirmed),"[""snap_20260913T055220Z_d77aed35c78d""]","Simply Adelaide West Coast Swing 2023 (Unconfirmed),listed-simply-adelaide-west-coast-swing-unconfirmed,wsdc_calendar,review series identity",[2024]
"[""wsdc-325"", ""wsdc-330""]",Simply Adelaide West Coast Swing 2024,"[""snap_20260913T055353Z_2f7c24378244""]","Simply Adelaide West Coast Swing 2024,listed-simply-adelaide-west-coast-swing,wsdc_calendar,review series identity",[2024]
"[""wsdc-325"", ""wsdc-330""]",Simply Adelaide west coast swing,"[""snap_20260913T053414Z_e2920d5d80be""]","Simply Adelaide west coast swing,listed-simply-adelaide-west-coast-swing,wsdc_newsletter,review series identity",[2022]
[],Slovenian Open (Trial Event),"[""snap_20260913T055241Z_d374c58b5248""]","Slovenian Open (Trial Event),listed-slovenian-open-trial-event,wsdc_calendar,review series identity",[2024]
[],Soul Flow - West Coast Swing Festival (Hiatus -- 2026),"[""de51b1e142624d9a854864ae05264d1b""]","Soul Flow - West Coast Swing Festival (Hiatus -- 2026),listed-soul-flow-west-coast-swing-festival,wsdc_calendar,review series identity",[2026]
[],South Bay Dance Fling (Unconfirmed),"[""snap_20260913T055430Z_17be191620ce""]","South Bay Dance Fling (Unconfirmed),listed-south-bay-dance-fling-unconfirmed,wsdc_calendar,review series identity",[2025]
[],South Westie Swing 2022,"[""snap_20260910T063227Z_c9ce662f41e2""]","South Westie Swing 2022,listed-south-westie-swing,scoringdance,review series identity",[2022]
[],Southern Oregon Swing,"[""snap_20260913T050553Z_63f77fe501d5"", ""snap_20260913T050623Z_d97f842d3cbc""]","Southern Oregon Swing,listed-southern-oregon-swing,swingdancecouncil,review series identity",[2012]
[],Spooky Westie Weekend (unconirmed),"[""snap_20260913T055241Z_d374c58b5248""]","Spooky Westie Weekend (unconirmed),listed-spooky-westie-weekend-unconirmed,wsdc_calendar,review series identity",[2024]
[],Spotlight Dance Celebration,"[""snap_20260913T050603Z_94f4a330dd97"", ""snap_20260913T050713Z_532a13011352"", ""snap_20260913T050724Z_6ddaacedd7ed"", ""snap_20260913T050733Z_35c526f5b7e9"", ""snap_20260913T051004Z_e0f6b15c7de4""]","Spotlight Dance Celebration,listed-spotlight-dance-celebration,swingdancecouncil,review series identity","[2011, 2012, 2013, 2014, 2016]"
[],Spotlight New Year's Celebration (Cancelled due to Covid-19),"[""snap_20260913T052054Z_f2004ad7080a"", ""snap_20260913T052653Z_4309094e8fb4""]","Spotlight New Year's Celebration (Cancelled due to Covid-19),listed-spotlight-new-year-s-celebration-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2020, 2022]"
[],Spring Fever,"[""snap_20260913T053450Z_ce3c79f4aa99""]","Spring Fever,listed-spring-fever,wsdc_newsletter,review series identity",[2023]
[],Spring Fever (Unconfirmed),"[""snap_20260913T055241Z_d374c58b5248""]","Spring Fever (Unconfirmed),listed-spring-fever-unconfirmed,wsdc_calendar,review series identity",[2024]
[],Spring Time Swing (Trial Event),"[""snap_20260913T055241Z_d374c58b5248""]","Spring Time Swing (Trial Event),listed-spring-time-swing-trial-event,wsdc_calendar,review series identity",[2024]
[],St.Petersburg WCS Nights (Unconfirmed),"[""snap_20260913T055220Z_d77aed35c78d""]","St.Petersburg WCS Nights (Unconfirmed),listed-st-petersburg-wcs-nights-unconfirmed,wsdc_calendar,review series identity",[2024]
[],Stockholm Sensusal Festival 2024,"[""snap_20260910T063252Z_4c9af20a8edc""]","Stockholm Sensusal Festival 2024,listed-stockholm-sensusal-festival,scoringdance,review series identity",[2024]
[],Summer Hummer (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Summer Hummer (Cancelled due to Covid-19),listed-summer-hummer-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2020, 2021, 2022]"
[],Summer Hummer (NASDE),"[""snap_20260913T053443Z_bf5de4bbd205""]","Summer Hummer (NASDE),listed-summer-hummer-nasde,wsdc_newsletter,review series identity",[2024]
[],Summer Hummer (Unconfirmed),"[""snap_20260913T055220Z_d77aed35c78d""]","Summer Hummer (Unconfirmed),listed-summer-hummer-unconfirmed,wsdc_calendar,review series identity",[2024]
"[""wsdc-191"", ""wsdc-230""]",Sunny Side Dance Camp,"[""snap_20260913T050703Z_0dc4bfe1a4a1"", ""snap_20260913T050724Z_6ddaacedd7ed"", ""snap_20260913T050843Z_ac31baa840e2"", ""snap_20260913T051023Z_de41000bfa60"", ""snap_20260913T051244Z_a3c08b0b73ee"", ""snap_20260913T051323Z_5eacfc6206a3""]","Sunny Side Dance Camp,listed-sunny-side-dance-camp,swingdancecouncil,review series identity","[2012, 2014, 2015, 2016, 2017]"
[],Swedish Swing Summer,"[""snap_20260913T050943Z_63c65573e873""]","Swedish Swing Summer,listed-swedish-swing-summer,swingdancecouncil,review series identity",[2016]
[],Swing,"[""snap_20260913T053243Z_3347ef6a3141""]","Swing,listed-swing,wsdc_newsletter,review series identity",[2019]
[],Swing & Country Challenge,"[""snap_20260913T050903Z_eeca76f57b94""]","Swing & Country Challenge,listed-swing-country-challenge,swingdancecouncil,review series identity",[2015]
[],Swing City Chicago (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Swing City Chicago (Cancelled due to Covid-19),listed-swing-city-chicago-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2020, 2021]"
[],Swing Crush Trial Event,"[""snap_20260913T055220Z_d77aed35c78d""]","Swing Crush Trial Event,listed-swing-crush-trial-event,wsdc_calendar,review series identity",[2024]
[],Swing Dance America (Cancelled due to Coronavirus),"[""snap_20260913T052653Z_4309094e8fb4""]","Swing Dance America (Cancelled due to Coronavirus),listed-swing-dance-america-cancelled-due-to-coronavirus,wsdc_calendar,review series identity",[2020]
[],Swing Dance America (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Swing Dance America (Cancelled due to Covid-19),listed-swing-dance-america-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],Swing Escape (Cancelled due to Coronavirus),"[""snap_20260913T052653Z_4309094e8fb4""]","Swing Escape (Cancelled due to Coronavirus),listed-swing-escape-cancelled-due-to-coronavirus,wsdc_calendar,review series identity",[2020]
[],Swing Escape (Unconfirmed),"[""snap_20260913T055220Z_d77aed35c78d""]","Swing Escape (Unconfirmed),listed-swing-escape-unconfirmed,wsdc_calendar,review series identity",[2024]
"[""wsdc-321"", ""wsdc-331""]",Swing Fiction,"[""snap_20260913T053303Z_220a0f22f0f6"", ""snap_20260913T053443Z_bf5de4bbd205"", ""snap_20260913T053450Z_ce3c79f4aa99"", ""snap_20260913T055430Z_17be191620ce""]","Swing Fiction,listed-swing-fiction,wsdc_newsletter,review series identity","[2020, 2023, 2024, 2025]"
[],Swing Fiction (Cancelled due to Coronavirus),"[""snap_20260913T052653Z_4309094e8fb4""]","Swing Fiction (Cancelled due to Coronavirus),listed-swing-fiction-cancelled-due-to-coronavirus,wsdc_calendar,review series identity",[2020]
[],Swing Fiction (Cancelled due to Covid-19),"[""snap_20260913T052610Z_9b5425eda664"", ""snap_20260913T052653Z_4309094e8fb4""]","Swing Fiction (Cancelled due to Covid-19),listed-swing-fiction-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2021, 2022]"
[],Swing Fling (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Swing Fling (Cancelled due to Covid-19),listed-swing-fling-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],Swing Fling Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Swing Fling Cancelled due to Covid-19),listed-swing-fling-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2020]
[],Swing Holland,"[""snap_20260913T050813Z_f30944bfb2a3"", ""snap_20260913T050943Z_63c65573e873""]","Swing Holland,listed-swing-holland,swingdancecouncil,review series identity","[2015, 2016]"
[],Swing In Capital (Cancelled due to Coronavirus),"[""snap_20260913T052653Z_4309094e8fb4""]","Swing In Capital (Cancelled due to Coronavirus),listed-swing-in-capital-cancelled-due-to-coronavirus,wsdc_calendar,review series identity",[2020]
[],Swing In Capital (Unconfirmed),"[""snap_20260913T052834Z_980218abecff"", ""snap_20260913T055220Z_d77aed35c78d""]","Swing In Capital (Unconfirmed),listed-swing-in-capital-unconfirmed,wsdc_calendar,review series identity","[2023, 2024]"
[],Swing Niagara Dance Champ's (ON HIATUS),"[""snap_20260913T050724Z_6ddaacedd7ed""]","Swing Niagara Dance Champ's (ON HIATUS),listed-swing-niagara-dance-champ-s,swingdancecouncil,review series identity",[2013]
[],Swing Over Orlando (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Swing Over Orlando (Cancelled due to Covid-19),listed-swing-over-orlando-cancelled-due-to-covid-19,wsdc_calendar,review series identity","[2020, 2021]"
[],Swing Resolution (Cancelled due to Covid-19),"[""snap_20260913T052653Z_4309094e8fb4""]","Swing Resolution (Cancelled due to Covid-19),listed-swing-resolution-cancelled-due-to-covid-19,wsdc_calendar,review series identity",[2021]
[],Swing Revolution,"[""snap_20260913T035045Z_008aaf4c6933""]","Swing Revolution,listed-swing-revolution,wsdc_newsletter,review series identity",[2019]
[],Swing of Music 2025,"[""snap_20260910T060641Z_015550e4aff5""]","Swing of Music 2025,listed-swing-of-music,scoringdance,review series identity",[2025]
[],Swing of Music 2026,"[""snap_20260910T060358Z_ee543ea8fb47""]","Swing of Music 2026,listed-swing-of-music,scoringdance,review series identity",[2026]
