fetched_round_urls,listed_round_urls,mapped_event_id,never_checked_round_urls,period,published_contests,published_rounds,source,source_end_date,source_name,source_ref,source_start_date,unfetched_examples,unfetched_round_urls
,19,2025-03-westie-spring-thing,19,past,0,0,scoringdance,2025-03-13,Westie Spring Thing 2025,scoringdance:230,2025-03-13,https://scoring.dance/enUS/events/230/results/3271.html|https://scoring.dance/enUS/events/230/results/3272.html|https://scoring.dance/enUS/events/230/results/3273.html,19
3,3,2025-02-bachatation-festival,,past,1,3,scoringdance,2025-02-20,Bachatation Festival 2025,scoringdance:215,2025-02-20,,
,4,2025-06-bachata-sensual-congress-germany,4,past,0,0,scoringdance,2025-06-20,Bachata Sensual Congress Germany 2025,scoringdance:171,2025-06-20,https://scoring.dance/enUS/events/171/results/4029.html|https://scoring.dance/enUS/events/171/results/4030.html|https://scoring.dance/enUS/events/171/results/4031.html,4
,16,2025-05-hungarian-open,16,past,0,0,scoringdance,2025-05-30,Hungarian Open 2025,scoringdance:268,2025-05-30,https://scoring.dance/enUS/events/268/results/3860.html|https://scoring.dance/enUS/events/268/results/3861.html|https://scoring.dance/enUS/events/268/results/3857.html,16
,42,2025-01-swingcouver,42,past,0,0,scoringdance,2025-01-02,SwingCouver 2025,scoringdance:190,2025-01-02,https://scoring.dance/enUS/events/190/results/2937.html|https://scoring.dance/enUS/events/190/results/2938.html|https://scoring.dance/enUS/events/190/results/2939.html,42
,16,2025-07-mediterranean-open,16,past,0,0,scoringdance,2025-07-11,Mediterranean Open 2025,scoringdance:254,2025-07-11,https://scoring.dance/enUS/events/254/results/4078.html|https://scoring.dance/enUS/events/254/results/4079.html|https://scoring.dance/enUS/events/254/results/4073.html,16
,23,2024-06-baltic-swing,23,past,0,0,scoringdance,2024-06-06,Baltic Swing 2024,scoringdance:134,2024-06-06,https://scoring.dance/enUS/events/134/results/1985.html|https://scoring.dance/enUS/events/134/results/1986.html|https://scoring.dance/enUS/events/134/results/1987.html,23
,20,2026-08-the-bend-connection,20,past,0,0,scoringdance,2026-08-21,The Bend Connection 2026,scoringdance:384,2026-08-21,https://scoring.dance/enUS/events/384/results/6106.html|https://scoring.dance/enUS/events/384/results/6107.html|https://scoring.dance/enUS/events/384/results/6108.html,20
,7,2024-08-wcs-magyar-kupa,7,past,0,0,scoringdance,2024-08-24,WCS Magyar Kupa,scoringdance:148,2024-08-24,https://scoring.dance/enUS/events/148/results/2207.html|https://scoring.dance/enUS/events/148/results/2208.html|https://scoring.dance/enUS/events/148/results/2209.html,7
,15,2024-05-hungarian-open,15,past,0,0,scoringdance,2024-05-31,Hungarian Open 2024,scoringdance:133,2024-05-31,https://scoring.dance/enUS/events/133/results/1964.html|https://scoring.dance/enUS/events/133/results/1965.html|https://scoring.dance/enUS/events/133/results/1966.html,15
,3,2026-01-big-3-festival-hamburg-bachata-jack-jill,3,past,0,0,scoringdance,2026-01-23,Big 3 Festival Hamburg 2026 (Bachata Jack & Jill),scoringdance:227,2026-01-23,https://scoring.dance/enUS/events/227/results/5112.html|https://scoring.dance/enUS/events/227/results/5113.html|https://scoring.dance/enUS/events/227/results/5114.html,3
,17,2024-06-neverlandswing,17,past,0,0,scoringdance,2024-06-27,NeverlandSwing 2024,scoringdance:136,2024-06-27,https://scoring.dance/enUS/events/136/results/2064.html|https://scoring.dance/enUS/events/136/results/2065.html|https://scoring.dance/enUS/events/136/results/2066.html,17
,2,2022-04-south-westie-swing,2,past,0,0,scoringdance,2022-04-15,South Westie Swing 2022,scoringdance:60,2022-04-15,https://scoring.dance/enUS/events/60/results/472.html|https://scoring.dance/enUS/events/60/results/473.html,2
,,,,unknown,0,0,scoringdance,,German Open 2021,scoringdance:42,,,
,8,2024-04-som-swing-of-music,8,past,0,0,scoringdance,2024-04-26,SOM - Swing Of Music 2024,scoringdance:128,2024-04-26,https://scoring.dance/enUS/events/128/results/1928.html|https://scoring.dance/enUS/events/128/results/1929.html|https://scoring.dance/enUS/events/128/results/1930.html,8
,30,2025-06-d-town-swing,30,past,0,0,scoringdance,2025-06-12,D-Town Swing 2025,scoringdance:252,2025-06-12,https://scoring.dance/enUS/events/252/results/3942.html|https://scoring.dance/enUS/events/252/results/3943.html|https://scoring.dance/enUS/events/252/results/3944.html,30
,,,,unknown,0,0,scoringdance,,BMJ Sensual Festival 25 (Bachata World Cup Geneva 2026 Qualifiers Event – Japan),scoringdance:226,,,
,19,2025-10-augsburg-westie-station,19,past,0,0,scoringdance,2025-10-23,Augsburg Westie Station 2025,scoringdance:310,2025-10-23,https://scoring.dance/enUS/events/310/results/4357.html|https://scoring.dance/enUS/events/310/results/4670.html|https://scoring.dance/enUS/events/310/results/4358.html,19
,14,2024-12-berlin-swing-revolution,14,past,0,0,scoringdance,2024-12-12,Berlin Swing Revolution 2024,scoringdance:187,2024-12-12,https://scoring.dance/enUS/events/187/results/2768.html|https://scoring.dance/enUS/events/187/results/2771.html|https://scoring.dance/enUS/events/187/results/2772.html,14
,,,,unknown,0,0,scoringdance,,German Open 2020,scoringdance:40,,,
,25,2023-11-scandinavian-open-wcs-snow,25,past,0,0,scoringdance,2023-11-02,Scandinavian Open WCS 2023 [SNOW 2023],scoringdance:103,2023-11-02,https://scoring.dance/enUS/events/103/results/1331.html|https://scoring.dance/enUS/events/103/results/1332.html|https://scoring.dance/enUS/events/103/results/1333.html,25
,20,2026-08-grand-party-sofia,20,past,0,0,scoringdance,2026-08-13,Grand Party Sofia 2026,scoringdance:370,2026-08-13,https://scoring.dance/enUS/events/370/results/5152.html|https://scoring.dance/enUS/events/370/results/5154.html|https://scoring.dance/enUS/events/370/results/5155.html,20
,,,,unknown,0,0,scoringdance,,Workshop Weekend Weinstadt Mai 2019,scoringdance:12,,,
,,2018-02-carnival-swing,,past,0,0,scoringdance,2018-02-03,Carnival Swing 2018,scoringdance:2,2018-02-03,,
,21,2025-10-wcs-festival-dusseldorf,21,past,0,0,scoringdance,2025-10-23,WCS Festival Düsseldorf 2025,scoringdance:320,2025-10-23,https://scoring.dance/enUS/events/320/results/4643.html|https://scoring.dance/enUS/events/320/results/4644.html|https://scoring.dance/enUS/events/320/results/4672.html,21
21,21,2026-07-swinglab-berlin,,past,9,21,scoringdance,2026-07-09,SwingLab Berlin,scoringdance:403,2026-07-09,,
,14,2025-03-dutch-open,14,past,0,0,scoringdance,2025-03-13,Dutch Open 2025,scoringdance:225,2025-03-13,https://scoring.dance/enUS/events/225/results/3255.html|https://scoring.dance/enUS/events/225/results/3256.html|https://scoring.dance/enUS/events/225/results/3257.html,14
,11,2025-07-warsaw-summer-nights-westival,11,past,0,0,scoringdance,2025-07-31,Warsaw Summer Nights Westival 2025,scoringdance:246,2025-07-31,https://scoring.dance/enUS/events/246/results/4106.html|https://scoring.dance/enUS/events/246/results/4108.html|https://scoring.dance/enUS/events/246/results/4109.html,11
,32,2024-12-swingvester-25,32,past,0,0,scoringdance,2024-12-27,SwingVester 2024/25,scoringdance:188,2024-12-27,https://scoring.dance/enUS/events/188/results/2828.html|https://scoring.dance/enUS/events/188/results/2829.html|https://scoring.dance/enUS/events/188/results/2830.html,32
,,2026-04-lyon-bachata-festival,,past,0,0,scoringdance,2026-04-05,Lyon Bachata Festival 2026,scoringdance:400,2026-04-05,,
,20,2025-06-dance-n-play,20,past,0,0,scoringdance,2025-06-26,Dance N Play 2025,scoringdance:228,2025-06-26,https://scoring.dance/enUS/events/228/results/4008.html|https://scoring.dance/enUS/events/228/results/4009.html|https://scoring.dance/enUS/events/228/results/4010.html,20
,19,2025-12-westie-gala,19,past,0,0,scoringdance,2025-12-28,Westie Gala 2025/2026,scoringdance:352,2025-12-28,https://scoring.dance/enUS/events/352/results/4934.html|https://scoring.dance/enUS/events/352/results/4935.html|https://scoring.dance/enUS/events/352/results/4936.html,19
,28,2026-08-rolling-swing,28,past,0,0,scoringdance,2026-08-27,Rolling Swing 2026,scoringdance:392,2026-08-27,https://scoring.dance/enUS/events/392/results/6503.html|https://scoring.dance/enUS/events/392/results/6504.html|https://scoring.dance/enUS/events/392/results/6509.html,28
14,15,2023-12-berlin-swing-revolution,1,past,8,14,scoringdance,2023-12-07,Berlin Swing Revolution 2023,scoringdance:98,2023-12-07,https://scoring.dance/enUS/events/98/results/1379.html,1
22,22,2025-06-baltic-swing,,past,9,22,scoringdance,2025-06-05,Baltic Swing 2025,scoringdance:277,2025-06-05,,
,15,2024-02-euro-dance-festival,15,past,0,0,scoringdance,2024-02-13,Euro Dance Festival 2024,scoringdance:104,2024-02-13,https://scoring.dance/enUS/events/104/results/1592.html|https://scoring.dance/enUS/events/104/results/1593.html|https://scoring.dance/enUS/events/104/results/1625.html,15
,29,2024-03-west-in-lyon,29,past,0,0,scoringdance,2024-03-07,West in Lyon 2024,scoringdance:116,2024-03-07,https://scoring.dance/enUS/events/116/results/1661.html|https://scoring.dance/enUS/events/116/results/1662.html|https://scoring.dance/enUS/events/116/results/1663.html,29
,4,2025-11-pure-bachata-winter-festival,4,past,0,0,scoringdance,2025-11-14,Pure Bachata Winter Festival 2025,scoringdance:218,2025-11-14,https://scoring.dance/enUS/events/218/results/4826.html|https://scoring.dance/enUS/events/218/results/4827.html|https://scoring.dance/enUS/events/218/results/4828.html,4
16,16,2023-09-finnfest,,past,8,16,scoringdance,2023-09-22,Finnfest 2023,scoringdance:93,2023-09-22,,
16,16,2025-10-swingside-invitational,,past,9,16,scoringdance,2025-10-24,Swingside Invitational 2025,scoringdance:313,2025-10-24,,
,39,2025-05-french-open,39,past,0,0,scoringdance,2025-05-28,French Open 2025,scoringdance:242,2025-05-28,https://scoring.dance/enUS/events/242/results/3800.html|https://scoring.dance/enUS/events/242/results/3802.html|https://scoring.dance/enUS/events/242/results/3803.html,39
17,17,2024-03-5280-westival,,past,9,17,scoringdance,2024-03-21,5280 Westival 2024,scoringdance:122,2024-03-21,,
,26,2023-08-german-open,26,past,0,0,scoringdance,2023-08-03,German Open 2023,scoringdance:88,2023-08-03,https://scoring.dance/enUS/events/88/results/1114.html|https://scoring.dance/enUS/events/88/results/1115.html|https://scoring.dance/enUS/events/88/results/1140.html,26
,17,2026-08-lisbon-westie-fest,17,past,0,0,scoringdance,2026-08-01,Lisbon Westie Fest 2026,scoringdance:360,2026-08-01,https://scoring.dance/enUS/events/360/results/6250.html|https://scoring.dance/enUS/events/360/results/6251.html|https://scoring.dance/enUS/events/360/results/6252.html,17
,,,,unknown,0,0,scoringdance,,Copenhagen Bachata Congress 2025,scoringdance:266,,,
,,,,unknown,0,0,scoringdance,,Westie Spring Thing 2020,scoringdance:30,,,
,17,2024-05-spring-time-swing,17,past,0,0,scoringdance,2024-05-02,Spring Time Swing 2024,scoringdance:127,2024-05-02,https://scoring.dance/enUS/events/127/results/1783.html|https://scoring.dance/enUS/events/127/results/1785.html|https://scoring.dance/enUS/events/127/results/1786.html,17
,12,2026-02-valentine-swing,12,past,0,0,scoringdance,2026-02-13,Valentine Swing 2026,scoringdance:368,2026-02-13,https://scoring.dance/enUS/events/368/results/5221.html|https://scoring.dance/enUS/events/368/results/5222.html|https://scoring.dance/enUS/events/368/results/5223.html,12
,16,2022-05-nordic-wcs-championships,16,past,0,0,scoringdance,2022-05-06,Nordic WCS Championships 2022,scoringdance:62,2022-05-06,https://scoring.dance/enUS/events/62/results/511.html|https://scoring.dance/enUS/events/62/results/512.html|https://scoring.dance/enUS/events/62/results/513.html,16
,,,,unknown,0,0,scoringdance,,Bull swinging Bear Festival 2019,scoringdance:24,,,
,13,2025-07-saunaswing,13,past,0,0,scoringdance,2025-07-03,SaunaSwing 2025,scoringdance:278,2025-07-03,https://scoring.dance/enUS/events/278/results/4060.html|https://scoring.dance/enUS/events/278/results/4061.html|https://scoring.dance/enUS/events/278/results/4062.html,13
,17,2026-08-manneken-swing,17,past,0,0,scoringdance,2026-08-21,Manneken Swing 2026,scoringdance:393,2026-08-21,https://scoring.dance/enUS/events/393/results/6457.html|https://scoring.dance/enUS/events/393/results/6458.html|https://scoring.dance/enUS/events/393/results/6471.html,17
,,,,unknown,0,0,scoringdance,,Festival City Swing,scoringdance:210,,,
,,,,unknown,0,0,scoringdance,,Swingside Invitational 2026,scoringdance:440,,,
,,,,unknown,0,0,scoringdance,,Nanaimo Dance Fusion 2027,scoringdance:431,,,
,,,,unknown,0,0,scoringdance,,Revitalise WCS 2027,scoringdance:432,,,
,,,,unknown,0,0,scoringdance,,Westie Harbor 2026,scoringdance:423,,,
,,,,unknown,0,0,scoringdance,,Glow City Swing 2026,scoringdance:402,,,
,,,,unknown,0,0,scoringdance,,Festival City Swing,scoringdance:212,,,
,,,,unknown,0,0,scoringdance,,Monterey Swingfest  2027,scoringdance:421,,,
,,,,unknown,0,0,scoringdance,,Santa Swing 2026,scoringdance:439,,,
,,,,unknown,0,0,scoringdance,,WCS Festival Düsseldorf 2026,scoringdance:379,,,
,,,,unknown,0,0,scoringdance,,Warsaw Halloween Swing 2026,scoringdance:435,,,
,,,,unknown,0,0,scoringdance,,Bavarian Open 2026,scoringdance:438,,,
,,,,unknown,0,0,scoringdance,,Aloha Open 2026,scoringdance:375,,,
,,,,unknown,0,0,scoringdance,,Global Grand Prix WCS 2026,scoringdance:428,,,
,,,,unknown,0,0,scoringdance,,Midland Swing Open 2026,scoringdance:444,,,
,,,,unknown,0,0,scoringdance,,Swiss Open 2026,scoringdance:426,,,
,,,,unknown,0,0,scoringdance,,Sea to Sky 2026,scoringdance:406,,,
,,,,unknown,0,0,scoringdance,,Calgary Town Open 2026,scoringdance:414,,,
,,,,unknown,0,0,scoringdance,,Boogie By the Bay 2026,scoringdance:408,,,
,,,,unknown,0,0,scoringdance,,SwingVester 2026/27 WSDC,scoringdance:350,,,
,,,,unknown,0,0,scoringdance,,WCSParty 2026,scoringdance:441,,,
33,33,2026-04-city-of-angels-wcs,,past,19,33,scoringdance,2027-04-29,City Of Angels 2026,scoringdance:315,2027-04-29,,
,,,,unknown,0,0,scoringdance,,Asia WCS Open  2027,scoringdance:430,,,
,,,,unknown,0,0,scoringdance,,Rose City Swing 2027,scoringdance:442,,,
,,,,unknown,0,0,scoringdance,,Scandinavian Open 2026 [SNOW],scoringdance:433,,,
,,,,unknown,0,0,scoringdance,,Norwegian Open 2026,scoringdance:443,,,
,,,,unknown,0,0,scoringdance,,City Of Angels 2027,scoringdance:434,,,
,,,,unknown,0,0,scoringdance,,Spooky Westie Weekend 2026,scoringdance:429,,,
